html,href,title,author,journal,type,date
"<div class=""article-listing"">
<p><a href=""/Library/Article/travis-tritt-iten-feet-tall-and-bulletproofi-warner-bros-nashville"">Travis Tritt: <i>Ten Feet Tall and Bulletproof</i> (Warner Bros. Nashville)</a></p>
<p>Review by Eric Weisbard, <i>Spin</i>, June 1994</p>
<p class=""excerpt"">WE COULD try and get worked up about Travis Tritt the woman-baiter, who made it huge with 'Here's a Quarter (Call Someone Who Cares)', sang ...</p>
</div>",/Library/Article/travis-tritt-iten-feet-tall-and-bulletproofi-warner-bros-nashville,Ten Feet Tall and Bulletproof (Warner Bros. Nashville),Eric Weisbard,Spin,Review,June 1994
"<div class=""article-listing"">
<p><a href=""/Library/Article/george-jones-ihigh-tech-rednecki-mca-mcad-10910"">George Jones: <i>High-Tech Redneck</i> (MCA MCAD 10910)</a></p>
<p>Review by Fred Dellar, <i>Vox</i>, June 1994</p>
<p class=""excerpt"">AT LEAST George hasn't lost his sense of humour. The album sleeve depicts him leaning on a car that sports the numberplate IDOSHOW. Which kinda ...</p>
</div>",/Library/Article/george-jones-ihigh-tech-rednecki-mca-mcad-10910,High-Tech Redneck (MCA MCAD 10910),Fred Dellar,Vox,Review,June 1994
"<div class=""article-listing"">
<p><a href=""/Library/Article/shania-twain-ishania-twaini-phonogram-514-422-2-8"">Shania Twain: <i>Shania Twain</i> (Phonogram 514 422-2) 8</a></p>
<p>Review by Michele Kirsch, <i>Vox</i>, June 1994</p>
<p class=""excerpt"">HEAR MY TWAIN A-COMIN' ...</p>
</div>",/Library/Article/shania-twain-ishania-twaini-phonogram-514-422-2-8,Shania Twain (Phonogram 514 422-2) 8,Michele Kirsch,Vox,Review,June 1994
"<div class=""article-listing"">
<p><a href=""/Library/Article/kathy-mattea-iwalking-away-a-winneri-phonogram"">Kathy Mattea: <i>Walking Away A Winner</i> (Phonogram)</a></p>
<p>Review by Michele Kirsch, <i>Vox</i>, June 1994</p>
<p class=""excerpt"">THE TITLE speaks volumes for Mattea's earthy alto, which swells with cola-commercial can-do positivity, even on the sad songs. While this is a vocal quality ...</p>
</div>",/Library/Article/kathy-mattea-iwalking-away-a-winneri-phonogram,Walking Away A Winner (Phonogram),Michele Kirsch,Vox,Review,June 1994
"<div class=""article-listing"">
<p><a href=""/Library/Article/reba-mcentire-iread-my-mindi-mca-10994-cd-and-cassette"">Reba McEntire: <i>Read My Mind</i> (MCA 10994; CD and cassette)</a></p>
<p>Review by Holly Gleason, <i>The New York Times</i>, 12 June 1994</p>
<p class=""excerpt"">NOBODY TRICK ropes vocally like Reba McEntire. With stunning control, she can twirl, curl and throw a loop around a melody better than anyone.  ...</p>
</div>",/Library/Article/reba-mcentire-iread-my-mindi-mca-10994-cd-and-cassette,Read My Mind (MCA 10994; CD and cassette),Holly Gleason,The New York Times,Review,12 June 1994
"<div class=""article-listing"">
<p><a href=""/Library/Article/johnny-cash-shepherds-bush-empire-london"">Johnny Cash: Shepherd's Bush Empire, London</a></p>
<p>Live Review by Caroline Sullivan, <i>The Guardian</i>, 4 July 1994</p>
<p class=""excerpt"">""CAN YOU name anyone in this day and age who is as cool as Johnny Cash?"", Rolling Stone magazine rhetorically asks. No one at this ...</p>
</div>",/Library/Article/johnny-cash-shepherds-bush-empire-london,"Shepherd's Bush Empire, London",Caroline Sullivan,The Guardian,Live Review,4 July 1994
"<div class=""article-listing"">
<p><a href=""/Library/Article/dan-penn-allen-toussaint-guy-clark-joe-south-vic-chesnutt-southern-songwriters-circle-queen-elizabeth-hall-london"">Vic Chesnutt, Guy Clark, Dan Penn, Joe South, Allen Toussaint: Dan Penn, Allen Toussaint, Guy Clark, Joe South, Vic Chesnutt: Southern Songwriters' Circle, Queen Elizabeth Hall, London</a></p>
<p>Live Review by Paul Sexton, <i>The Times</i>, 27 July 1994</p>
<p class=""excerpt"">A southern heaven ...</p>
</div>",/Library/Article/dan-penn-allen-toussaint-guy-clark-joe-south-vic-chesnutt-southern-songwriters-circle-queen-elizabeth-hall-london,"Dan Penn, Allen Toussaint, Guy Clark, Joe South, Vic Chesnutt: Southern Songwriters' Circle, Queen Elizabeth Hall, London",Paul Sexton,The Times,Live Review,27 July 1994
"<div class=""article-listing"">
<p><a href=""/Library/Article/lyle-lovett-the-worlds-greatest-lover"">Lyle Lovett: The World's Greatest Lover</a></p>
<p>Interview by Mal Peachey, <i>Country Music International</i>, September 1994</p>
<p class=""excerpt"">Dour of face, frizzy of hair, sharp of wit. He came from Texas, wrote the song, played the guitar and got the girl. Now he's ...</p>
</div>",/Library/Article/lyle-lovett-the-worlds-greatest-lover,The World's Greatest Lover,Mal Peachey,Country Music International,Interview,September 1994
"<div class=""article-listing"">
<p><a href=""/Library/Article/cool-cash--the-man-in-blacks-latest-risk-pays-off"">Johnny Cash: Cool Cash — The Man in Black's Latest Risk Pays Off</a></p>
<p>Interview by Joel Selvin, <i>San Francisco Chronicle</i>, 25 September 1994</p>
<p class=""excerpt"">New generation of fans embraces touring legend ...</p>
</div>",/Library/Article/cool-cash--the-man-in-blacks-latest-risk-pays-off,Cool Cash — The Man in Black's Latest Risk Pays Off,Joel Selvin,San Francisco Chronicle,Interview,25 September 1994
"<div class=""article-listing"">
<p><a href=""/Library/Article/vince-gill-dedicated-to-just-plain-foik"">Vince Gill: Dedicated to Just Plain Foik</a></p>
<p>Interview by Richard Cromelin, <i>Los Angeles Times</i>, 25 September 1994</p>
<p class=""excerpt"">How has Vince Gill's success changed his life? Well, if you ask him, he says he's just an ol' guitar player who likes people. (Oh, ...</p>
</div>",/Library/Article/vince-gill-dedicated-to-just-plain-foik,Dedicated to Just Plain Foik,Richard Cromelin,Los Angeles Times,Interview,25 September 1994
"<div class=""article-listing"">
<p><a href=""/Library/Article/mary-chapin-carpenter-istones-in-the-roadi-columbia"">Mary Chapin Carpenter: <i>Stones in the Road</i> (Columbia)</a></p>
<p>Review by Eric Weisbard, <i>Spin</i>, December 1994</p>
<p class=""excerpt"">MARY CHAPIN Carpenter is pure country. I'm talking about the format, of course — Carpenter hasn't an ounce of George Jones in her. But where ...</p>
</div>",/Library/Article/mary-chapin-carpenter-istones-in-the-roadi-columbia,Stones in the Road (Columbia),Eric Weisbard,Spin,Review,December 1994
"<div class=""article-listing"">
<p><a href=""/Library/Article/junior-brown-the-mercury-lounge-new-york-ny"">Junior Brown: The Mercury Lounge, New York NY</a></p>
<p>Live Review by John Swenson, <i>Rolling Stone</i>, 1 December 1994</p>
<p class=""excerpt"">JUNIOR BROWN is an institution among the guitar-playing aficionados of Austin, Texas. And judging from the number of people unable to squeeze their way into ...</p>
</div>",/Library/Article/junior-brown-the-mercury-lounge-new-york-ny,"The Mercury Lounge, New York NY",John Swenson,Rolling Stone,Live Review,1 December 1994
"<div class=""article-listing"">
<p><a href=""/Library/Article/willie-nelson-the-buddha-of-texas"">Willie Nelson: The Buddha of Texas</a></p>
<p>Profile and Interview by Barney Hoskyns, <i>MOJO</i>, January 1995</p>
<p class=""excerpt"">He is both The Great Elder of his tribe — a man of fabled serenity — and country music's most celebrated outsider; fond of the ...</p>
</div>",/Library/Article/willie-nelson-the-buddha-of-texas,The Buddha of Texas,Barney Hoskyns,MOJO,Profile and Interview,January 1995
"<div class=""article-listing"">
<p><a href=""/Library/Article/qa-with-travis-tritt-ive-put-a-lot-into-this"">Travis Tritt: Q&amp;A with Travis Tritt: ""I've Put a Lot Into This""</a></p>
<p>Interview by Richard Cromelin, <i>Los Angeles Times</i>, 2 February 1995</p>
<p class=""excerpt"">TRAVIS TRITT is a study in contradictions. ...</p>
</div>",/Library/Article/qa-with-travis-tritt-ive-put-a-lot-into-this,"Q&A with Travis Tritt: ""I've Put a Lot Into This""",Richard Cromelin,Los Angeles Times,Interview,2 February 1995
"<div class=""article-listing"">
<p><a href=""/Library/Article/trisha-yearwood-ithinkin-about-youi-mca"">Trisha Yearwood: <i>Thinkin' About You</i> (MCA)</a></p>
<p>Review by Richard Cromelin, <i>Los Angeles Times</i>, 12 February 1995</p>
<p class=""excerpt"">Crossover Queen Is on the Move Again
With her latest album, Trisha Yearwood shows that her inner fire is burning anew. ...</p>
</div>",/Library/Article/trisha-yearwood-ithinkin-about-youi-mca,Thinkin' About You (MCA),Richard Cromelin,Los Angeles Times,Review,12 February 1995
"<div class=""article-listing"">
<p><a href=""/Library/Article/alison-krauss-a-hit-from-one-of-countrys-kinfolk"">Alison Krauss: A Hit From One of Country's Kinfolk</a></p>
<p>Profile and Interview by Richard Cromelin, <i>Los Angeles Times</i>, 25 March 1995</p>
<p class=""excerpt"">Bluegrass's most prominent figure makes her way into the Top 10. But even Alison Krauss can't explain it. ...</p>
</div>",/Library/Article/alison-krauss-a-hit-from-one-of-countrys-kinfolk,A Hit From One of Country's Kinfolk,Richard Cromelin,Los Angeles Times,Profile and Interview,25 March 1995
"<div class=""article-listing"">
<p><a href=""/Library/Article/linda-ronstadt-ifeels-like-homei-elektra-cd-and-cassette"">Linda Ronstadt: <i>Feels Like Home</i> (Elektra; CD and cassette)</a></p>
<p>Review by Holly Gleason, <i>The New York Times</i>, 9 April 1995</p>
<p class=""excerpt"">Linda Ronstadt Comes Full Circle ...</p>
</div>",/Library/Article/linda-ronstadt-ifeels-like-homei-elektra-cd-and-cassette,Feels Like Home (Elektra; CD and cassette),Holly Gleason,The New York Times,Review,9 April 1995
"<div class=""article-listing"">
<p><a href=""/Library/Article/pop-quiz-q--a-with-merle-haggard"">Merle Haggard: Pop Quiz: Q &amp; A with Merle Haggard</a></p>
<p>Interview by Joel Selvin, <i>San Francisco Chronicle</i>, 9 April 1995</p>
<p class=""excerpt"">WITH TWO tribute albums appearing coincidentally at the same time, country music great Merle Haggard may seem to be experiencing a sudden resurgence — not ...</p>
</div>",/Library/Article/pop-quiz-q--a-with-merle-haggard,Pop Quiz: Q & A with Merle Haggard,Joel Selvin,San Francisco Chronicle,Interview,9 April 1995
"<div class=""article-listing"">
<p><a href=""/Library/Article/jerry-lee-lewis-iyoung-bloodi-sire-"">Jerry Lee Lewis: <i>Young Blood</i> (Sire) ***½</a></p>
<p>Review by Ted Drozdowski, <i>Rolling Stone</i>, 13 July 1995</p>
<p class=""excerpt"">JERRY LEE LEWIS has had enough stomach trouble, gunplay and marriages to kill a man twice, but at 59 he still pounds the piano like ...</p>
</div>",/Library/Article/jerry-lee-lewis-iyoung-bloodi-sire-,Young Blood (Sire) ***½,Ted Drozdowski,Rolling Stone,Review,13 July 1995
"<div class=""article-listing"">
<p><a href=""/Library/Article/shania-twain-country-princess"">Shania Twain: Country Princess</a></p>
<p>Profile and Interview by Nicholas Jennings, <i>Maclean's</i>, 28 August 1995</p>
<p class=""excerpt"">IT IS THE AUGUST holiday weekend, but there is no rest for Shania Twain. New country music's hottest new sensation is busy paying her dues ...</p>
</div>",/Library/Article/shania-twain-country-princess,Country Princess,Nicholas Jennings,Maclean's,Profile and Interview,28 August 1995
"<div class=""article-listing"">
<p><a href=""/Library/Article/trisha-yearwood-collin-raye-universal-amphitheatre-los-angeles-ca"">Trisha Yearwood, Collin Raye: Universal Amphitheatre, Los Angeles CA</a></p>
<p>Live Review by Richard Cromelin, <i>Los Angeles Times</i>, 28 August 1995</p>
<p class=""excerpt"">Yearwood Needs Faith ...</p>
</div>",/Library/Article/trisha-yearwood-collin-raye-universal-amphitheatre-los-angeles-ca,"Universal Amphitheatre, Los Angeles CA",Richard Cromelin,Los Angeles Times,Live Review,28 August 1995
"<div class=""article-listing"">
<p><a href=""/Library/Article/charlie-rich-1932-1995"">Charlie Rich, 1932-1995</a></p>
<p>Obituary by Charlie Gillett, <i>MOJO</i>, September 1995</p>
<p class=""excerpt"">CHARLIE RICH, who died in Memphis on July 25, was the ultimate square peg in a round hole: a jazz pianist promoted as a rock ...</p>
</div>",/Library/Article/charlie-rich-1932-1995,"Charlie Rich, 1932-1995",Charlie Gillett,MOJO,Obituary,September 1995
"<div class=""article-listing"">
<p><a href=""/Library/Article/frontman-merle-haggard"">Merle Haggard: Frontman: Merle Haggard</a></p>
<p>Interview by Mark Rowland, <i>Musician</i>, September 1995</p>
<p class=""excerpt"">YOU'VE BEEN the subject of two recent tribute records, Mama's Hungry Eyes and Tulare Dust. What was your reaction to hearing them? ...</p>
</div>",/Library/Article/frontman-merle-haggard,Frontman: Merle Haggard,Mark Rowland,Musician,Interview,September 1995
"<div class=""article-listing"">
<p><a href=""/Library/Article/get-set-for-good-old-country-music-willie-nelsons-end-of-summer-picnic"">Willie Nelson: Get set for good old Country Music: Willie Nelson's End of Summer Picnic</a></p>
<p>Profile and Interview by Lon Goddard, <i>Daily Astorian</i>, 7 September 1995</p>
<p class=""excerpt"">""MAMA, DON'T let your cowboys grow up to be babies,"" joked quintessential crossover music legend Willie Nelson from the stage of Portland's 3,200 capacity Rose ...</p>
</div>",/Library/Article/get-set-for-good-old-country-music-willie-nelsons-end-of-summer-picnic,Get set for good old Country Music: Willie Nelson's End of Summer Picnic,Lon Goddard,Daily Astorian,Profile and Interview,7 September 1995
"<div class=""article-listing"">
<p><a href=""/Library/Article/emmylou-harris-iwrecking-balli-elektraasylum-"">Emmylou Harris: <i>Wrecking Ball</i> (Elektra/Asylum) ***</a></p>
<p>Review by Richard Cromelin, <i>Los Angeles Times</i>, 24 September 1995</p>
<p class=""excerpt"">ARE FANS of the Sweetheart of the Rodeo ready for EmmyloU2? ...</p>
</div>",/Library/Article/emmylou-harris-iwrecking-balli-elektraasylum-,Wrecking Ball (Elektra/Asylum) ***,Richard Cromelin,Los Angeles Times,Review,24 September 1995
"<div class=""article-listing"">
<p><a href=""/Library/Article/no-more-ingenue-the-constant-craving-of-kd-lang-"">k.d. lang: No more ingenue: The Constant Craving of k.d. lang </a></p>
<p>Profile and Interview by Jim Sullivan, <i>The Boston Globe</i>, 8 October 1995</p>
<p class=""excerpt"">NEW YORK – Curled up on a couch in a hotel suite, dressed in baggy black athletic garb, k.d. lang ponders the nature of the ...</p>
</div>",/Library/Article/no-more-ingenue-the-constant-craving-of-kd-lang-,No more ingenue: The Constant Craving of k.d. lang ,Jim Sullivan,The Boston Globe,Profile and Interview,8 October 1995
"<div class=""article-listing"">
<p><a href=""/Library/Article/the-live-wire-billy-joe-shaver-at-mccabes"">Billy Joe Shaver: The Live Wire: Billy Joe Shaver at McCabe's</a></p>
<p>Live Review by Bill Wasserzieher, <i>L.A. View</i>, 27 October 1995</p>
<p class=""excerpt"">BILLY JOE SHAVER seemed the archetypal Texas good ol' boy at McCabe's Friday night, dressed in a washed-out denim shirt and a western hat that ...</p>
</div>",/Library/Article/the-live-wire-billy-joe-shaver-at-mccabes,The Live Wire: Billy Joe Shaver at McCabe's,Bill Wasserzieher,L.A. View,Live Review,27 October 1995
"<div class=""article-listing"">
<p><a href=""/Library/Article/robert-earl-keen-igringo-honeymooni-sugar-hill"">Robert Earl Keen: <i>Gringo Honeymoon</i> (Sugar Hill)</a></p>
<p>Review by Richard Gehr, <i>Spin</i>, November 1995</p>
<p class=""excerpt"">ADD COUNTRY singer Robert Earl Keen to the expanding pantheon of Texas songwriting gurus. On his fifth album, Keen excels at crisp and witty first-person ...</p>
</div>",/Library/Article/robert-earl-keen-igringo-honeymooni-sugar-hill,Gringo Honeymoon (Sugar Hill),Richard Gehr,Spin,Review,November 1995
"<div class=""article-listing"">
<p><a href=""/Library/Article/patty-loveless-itrouble-with-the-truthi-epicnashville"">Patty Loveless: <i>Trouble With the Truth</i> (Epic/Nashville)</a></p>
<p>Review by Richard Cromelin, <i>Los Angeles Times</i>, 20 January 1996</p>
<p class=""excerpt"">FOLLOWING HER best-album honors at last fall's Country Music Assn. Awards, this most reliable of today's female country singers offers another solid but unspectacular showcase ...</p>
</div>",/Library/Article/patty-loveless-itrouble-with-the-truthi-epicnashville,Trouble With the Truth (Epic/Nashville),Richard Cromelin,Los Angeles Times,Review,20 January 1996
"<div class=""article-listing"">
<p><a href=""/Library/Article/garth-brooks-ifresh-horsesi-capitol"">Garth Brooks: <i>Fresh Horses</i> (Capitol)</a></p>
<p>Review by Eric Weisbard, <i>Spin</i>, February 1996</p>
<p class=""excerpt"">LISTENING TO Walk a Mile in My Shoes, RCA's recent boxed set of 70s-era Elvis Presley, I caught an echo of Garth Brooks. For years ...</p>
</div>",/Library/Article/garth-brooks-ifresh-horsesi-capitol,Fresh Horses (Capitol),Eric Weisbard,Spin,Review,February 1996
"<div class=""article-listing"">
<p><a href=""/Library/Article/steve-earle--the-dukes-paradise-boston"">Steve Earle &amp; the Dukes: Paradise, Boston</a></p>
<p>Live Review by Jim Sullivan, <i>The Boston Globe</i>, 21 March 1996</p>
<p class=""excerpt"">Earle returns with country-rock kick ...</p>
</div>",/Library/Article/steve-earle--the-dukes-paradise-boston,"Paradise, Boston",Jim Sullivan,The Boston Globe,Live Review,21 March 1996
